invoice_no,Quantity,Revenue,segment
549614,218,293.24,2
549628,16,6.24,2
549633,144,273.96000000000004,2
549646,252,376.5,0
549664,8,12.0,2
549665,22,91.30000000000001,2
549667,423,679.49,0
549669,3,2.55,2
549670,88,141.20000000000002,2
549678,52,257.4,2
549679,48,60.0,2
549680,206,259.62,2
549681,226,282.04,2
549682,152,194.05,2
549683,54,112.80000000000001,2
549687,282,299.1,0
549689,7,22.650000000000002,2
549690,209,290.45,2
549691,102,162.70000000000002,2
549693,135,284.35,2
549694,12,36.2,2
549705,17,33.55,2
549711,192,356.76,2
549713,141,282.4,2
549714,39,46.8,2
549715,144,155.76,2
549716,105,314.63,2
549718,109,235.53,2
549719,55,123.85000000000001,2
549720,53,112.99,2
549721,60,145.60000000000002,2
549722,67,96.95,2
549728,85,91.86,2
549729,126,263.41,2
549730,108,164.97,2
549732,394,577.82,0
549733,216,309.51,2
549734,303,483.18,0
549735,144,383.8,2
549736,101,133.06,2
549737,80,158.8,2
549738,172,491.88,2
549740,172,181.2,2
549741,102,253.3,2
549742,294,488.14,0
549743,380,351.61,0
549744,60,136.20000000000002,2
549745,131,356.75,2
549746,156,622.2,0
549748,24,142.8,2
549749,236,387.7,2
549750,13,40.550000000000004,2
549751,251,266.1,2
549752,40,50.0,2
549754,320,263.52,0
549755,128,216.0,2
549756,4,15.0,2
549771,278,366.39,0
549787,113,148.06,2
549789,489,577.19,0
549790,180,199.38,2
549813,33,96.54,2
549825,187,314.57,2
549826,104,345.1,2
549828,12,25.08,2
549829,196,315.5,2
549830,53,58.03,2
549831,478,653.0500000000001,0
549832,178,206.09,2
549833,454,707.34,0
549834,48,180.0,2
549835,58,188.38,2
549836,75,180.85,2
549837,169,574.46,0
549838,48,96.0,2
549839,32,62.0,2
549841,2,3.3,2
549842,58,162.70000000000002,2
549843,200,216.72,2
549844,180,285.27,2
549845,314,422.63,0
549847,255,274.92,2
549850,9,44.55,2
549851,193,111.42,2
549852,38,121.80000000000001,2
549874,191,294.66,2
549880,60,137.16,2
549881,178,255.42000000000002,2
549885,40,172.20000000000002,2
549896,2,6.7,2
549901,173,231.95,2
549902,110,196.7,2
549903,141,220.63,2
549904,77,28.849999999999998,2
549906,103,162.39,2
549907,44,313.8,2
549909,93,164.16000000000003,2
549910,25,91.5,2
549911,361,289.98,0
549914,92,203.2,2
549915,251,403.75,0
549916,121,176.82999999999998,2
549917,117,114.92,2
549918,148,222.96,2
549920,52,123.2,2
549923,72,193.62,2
549924,4,15.8,2
549927,68,161.4,2
549929,209,266.51,2
549932,70,124.8,2
549933,339,370.20000000000005,0
549934,50,110.10000000000001,2
549936,3,17.85,2
549937,38,122.1,2
549939,304,334.2,0
549940,22,8.58,2
549942,36,136.20000000000002,2
549943,62,100.26,2
549944,196,240.0,2
549946,8,14.64,2
549947,215,375.81,2
549949,147,195.32999999999998,2
549951,152,395.5,2
549953,581,1206.29,0
549954,86,158.17000000000002,2
549956,56,106.24000000000001,2
549957,97,151.55,2
549958,446,590.77,0
549959,80,110.4,2
549964,482,821.1,0
549965,48,112.8,2
549966,326,362.94,0
549967,123,110.85,2
549970,14,45.300000000000004,2
549971,20,33.0,2
549972,30,57.900000000000006,2
549974,26,74.8,2
549975,98,252.96,2
549976,66,106.4,2
549977,86,171.06,2
549978,79,226.69,2
549979,20,31.0,2
549980,156,317.26,2
549981,142,181.26,2
549982,227,450.85,0
549983,74,139.94,2
549984,318,461.5,0
549985,505,795.9300000000001,0
549988,169,351.05,2
549989,79,223.75,2
549990,43,117.45,2
549991,88,314.4,2
549992,60,83.0,2
549993,240,321.59999999999997,2
549994,20,41.6,2
549995,270,502.34000000000003,0
549996,12,24.96,2
549997,72,183.60000000000002,2
549998,116,281.20000000000005,2
549999,347,533.05,0
550000,344,507.47,0
550001,125,326.59000000000003,2
550003,16,38.0,2
550004,98,207.18,2
550006,91,175.99,2
550008,83,208.29,2
550011,3,9.35,2
550012,19,38.39,2
550015,515,825.47,0
550016,422,662.99,0
550017,250,414.1,0
550025,8,23.6,2
550030,26,42.9,2
550032,58,47.739999999999995,2
550033,116,193.96,2
550034,449,632.33,0
550035,299,687.19,0
550052,198,422.55,2
550054,30,53.8,2
550057,96,129.09,2
550071,270,391.26,0
550106,84,209.97,2
550120,96,224.8,2
550121,68,147.6,2
550123,319,312.53,0
550124,106,243.10000000000002,2
550125,213,419.13,2
550126,34,79.5,2
550128,8,18.4,2
550129,171,327.19,2
550130,130,362.3,2
550131,112,91.04,2
550132,89,189.71,2
550134,217,306.75,2
550136,104,262.0,2
550137,430,1159.22,0
550138,120,160.67000000000002,2
550144,135,256.56,2
550145,247,579.05,0
550148,100,205.8,2
550149,209,287.84,2
550150,12,59.400000000000006,2
550152,114,126.28,2
550154,35,103.25,2
550155,104,183.3,2
550157,66,128.25,2
550158,133,217.55,2
550159,86,352.5,2
550160,36,25.08,2
550161,100,275.04,2
550162,78,132.54,2
550163,326,407.88,0
550164,50,95.5,2
550167,274,302.65999999999997,2
550169,111,238.1,2
550173,80,152.6,2
550178,224,388.92,2
550179,116,195.68,2
550180,57,232.97,2
550182,40,51.2,2
550183,755,1120.94,0
550184,67,108.45,2
550185,68,233.4,2
550186,96,376.8,2
550187,27,222.75,2
550188,181,390.75,2
550189,53,135.62,2
550190,43,139.05,2
550191,102,180.5,2
550192,60,148.76,2
550193,710,1522.8410000000001,0
550194,71,120.05000000000001,2
550196,209,374.68,2
550197,8,39.6,2
550198,12,30.6,2
550199,206,366.9,2
550200,16,64.2,2
550201,340,968.4,0
550202,104,200.2,2
550203,41,170.14,2
550204,35,151.69,2
550205,64,271.34,2
550206,84,352.69,2
550207,64,251.29,2
550208,94,395.09999999999997,2
550209,105,403.93,2
550210,89,401.53999999999996,2
550211,52,228.41,2
550212,33,154.21,2
550213,40,193.04,2
550214,76,287.71,2
550215,114,488.43,2
550216,56,146.0,2
550218,94,177.24,2
550242,100,65.28,2
550249,4,5.4,2
550250,84,193.24,2
550251,220,274.32,2
550255,66,190.98000000000002,2
550264,108,339.2,2
550265,30,61.50000000000001,2
550272,37,59.35,2
550274,160,338.1,2
550275,110,238.42000000000002,2
550276,68,277.56,2
550277,196,341.2,2
550278,301,1341.3,0
550279,313,636.55,0
550280,279,434.47,0
550282,80,141.68,2
550283,188,394.68,2
550284,72,87.36,2
550285,147,302.25,2
550286,92,160.2,2
550287,72,128.84,2
550288,112,148.60999999999999,2
550289,189,251.82999999999998,2
550290,122,272.1,2
550291,44,146.0,2
550292,10,48.9,2
550296,55,88.45,2
550297,217,321.83,2
550298,154,210.92000000000002,2
550299,120,526.2,2
550301,124,245.20000000000002,2
550302,110,337.3,2
550303,232,232.48000000000002,2
550304,189,305.08,2
550305,271,340.5,0
550307,64,149.44,2
550309,12,83.4,2
550310,386,467.98,0
550311,50,102.44,2
550312,271,204.78,2
550313,279,435.65000000000003,0
550314,72,158.64,2
550315,290,314.84000000000003,0
550316,169,280.63,2
550317,192,326.5,2
550318,81,129.77,2
550319,55,133.61,2
550320,334,490.32,0
550321,63,121.63,2
550322,45,118.87,2
550323,465,336.9,0
550324,184,290.42,2
550325,120,228.9,2
550326,165,123.6,2
550327,335,539.8100000000001,0
550328,75,115.27,2
550329,173,286.49,2
550330,36,63.36,2
550331,238,281.46,2
550332,126,193.19,2
550333,159,392.45000000000005,2
550334,182,409.04,2
550335,11,73.45,2
550336,50,206.9,2
550337,1,2.1,2
550338,25,84.65,2
550339,89,298.25,2
550340,50,71.42,2
550341,170,294.96,2
550342,213,366.17,2
550343,30,72.6,2
550346,110,288.3,2
550347,206,282.94,2
550348,262,355.38,0
550350,346,671.1700000000001,0
550351,158,164.57999999999998,2
550352,118,166.47,2
550357,42,79.1,2
550359,160,343.78000000000003,2
550360,81,363.98,2
550361,163,349.46,2
550362,24,53.49999999999999,2
550364,30,86.9,2
550389,200,207.24,2
550408,314,481.94,0
550437,91,158.33,2
550438,231,610.19,0
550439,82,324.15000000000003,2
550440,102,147.06,2
550446,185,352.89,2
550447,131,344.63,2
550448,7,20.85,2
550449,9,49.050000000000004,2
550452,6,6.27,2
550453,72,130.8,2
550457,24,74.22,2
550458,645,1731.34,0
550459,124,176.79,2
550462,138,198.0,2
550464,249,389.12,0
550465,31,121.25000000000001,2
550467,120,190.24,2
550468,238,405.16,0
550469,111,164.49,2
550470,519,1265.68,0
550471,494,1113.45,0
550473,103,179.93,2
550474,468,1060.02,0
550476,36,122.03999999999999,2
550477,357,630.45,0
550478,153,269.15000000000003,2
550479,465,675.17,0
550480,171,173.81,2
550481,31,147.75,2
550483,18,42.400000000000006,2
550487,122,200.32000000000002,2
550488,178,185.8,2
550490,72,197.4,2
550491,4,19.8,2
550492,32,128.6,2
550493,115,317.32,2
550495,72,170.98000000000002,2
550496,421,1092.71,0
550498,37,99.45,2
550499,286,843.38,0
550500,474,1336.64,0
550503,115,244.73000000000002,2
550504,55,146.25,2
550512,287,368.45,0
550513,107,199.82999999999998,2
550514,132,209.57999999999998,2
550515,121,153.27,2
550517,268,436.32000000000005,0
550518,162,360.65000000000003,2
550519,292,496.38,0
550520,196,286.16,2
550521,261,362.24,0
550522,392,378.19,0
550523,145,267.91,2
550525,199,374.19,2
550526,150,283.74,2
550527,453,802.33,0
550528,78,156.22,2
550531,12,35.400000000000006,2
550532,75,117.14,2
550535,70,138.6,2
550539,88,134.4,2
550541,332,843.88,0
550542,348,881.53,0
550560,68,116.7,2
550579,224,263.32,2
550606,112,217.60000000000002,2
550607,65,202.37,2
550612,34,146.8,2
550613,168,218.5,2
550615,255,272.92,2
550616,110,244.06,2
550617,188,300.5,2
550618,233,317.62,2
550619,70,150.3,2
550620,128,257.1,2
550621,100,154.46,2
550622,491,777.85,0
550623,42,80.7,2
550624,68,109.04,2
550625,30,47.4,2
550626,249,175.13,2
550627,171,377.82,2
550628,46,65.5,2
550629,44,127.56,2
550630,534,717.3000000000001,0
550631,224,392.40000000000003,2
550632,31,87.36,2
550633,186,300.09000000000003,2
550634,22,27.299999999999997,2
550635,48,85.56,2
550636,407,771.76,0
550637,184,363.49,2
550638,237,668.0,0
550639,369,314.51,0
550640,3,7.15,2
550641,14,17.11,2
550643,80,32.8,2
550644,95,276.85,2
550645,56,157.9,2
550649,6,25.5,2
550651,242,447.2,0
550655,24,113.5,2
550656,216,372.5,2
550657,6,17.700000000000003,2
550658,24,81.36,2
550659,246,296.07,2
550660,10,67.5,2
550661,166,380.7,2
550662,312,544.26,0
550663,20,36.0,2
550665,72,173.5,2
550666,137,248.99,2
550670,66,112.98,2
550673,120,277.0,2
550674,24,142.8,2
550675,124,247.8,2
550701,77,145.35,2
550712,364,797.0,0
550714,272,437.4,0
550723,57,115.43,2
550740,251,1088.27,0
550750,141,351.45000000000005,2
550754,12,71.4,2
550755,58,103.3,2
550756,6,29.7,2
550764,23,81.9,2
550765,46,171.7,2
550766,105,190.85,2
550767,240,180.72,2
550768,174,450.89,2
550769,33,112.35,2
550772,30,74.7,2
550773,207,395.78999999999996,2
550774,358,471.40000000000003,0
550775,513,1024.66,0
550776,66,123.9,2
550777,271,221.94,2
550778,174,294.68,2
550779,184,496.56,2
550781,158,289.46000000000004,2
550782,10,29.5,2
550783,239,410.94,0
550784,208,370.68,2
550785,256,246.72,2
550796,74,108.50999999999999,2
550797,40,23.52,2
550798,78,138.9,2
550799,109,196.25,2
550801,20,75.0,2
550802,114,239.46,2
550803,120,224.5,2
550804,130,292.34000000000003,2
550805,315,429.21000000000004,0
550806,176,251.68,2
550811,78,119.1,2
550817,62,62.23,2
550818,66,141.49,2
550819,247,378.31,2
550820,88,196.88,2
550821,23,73.5,2
550822,124,349.40000000000003,2
550823,153,536.66,2
550824,5,8.25,2
550826,171,209.91000000000003,2
550827,227,538.25,0
550828,35,99.75,2
550829,103,253.95,2
550830,65,163.75,2
550831,60,171.2,2
550832,52,361.40000000000003,2
550833,5,24.75,2
550834,84,127.37,2
550835,331,672.35,0
550836,93,286.85,2
550837,155,199.75,2
550838,60,121.11,2
550885,149,294.75,2
550890,84,238.0,2
550898,5,13.75,2
550899,476,754.44,0
550900,82,197.5,2
550901,110,208.24,2
550906,508,624.68,0
550911,389,763.39,0
550912,105,250.35,2
550913,85,226.35,2
550914,217,588.15,0
550915,68,123.64,2
550916,81,113.85,2
550918,104,212.5,2
550919,10,19.5,2
550920,22,110.10000000000001,2
550921,301,497.07,0
550923,18,32.7,2
550925,61,211.75,2
550931,2,5.0,2
550936,76,125.4,2
550938,160,207.18,2
550939,211,385.69000000000005,2
550941,227,400.64,2
550942,63,127.85000000000001,2
550944,19,34.05,2
550946,145,184.5,2
550949,19,8.97,2
550953,358,956.03,0
550955,142,250.06,2
550956,109,235.36,2
550957,86,115.6,2
550958,84,173.16,2
550960,65,123.85,2
550963,14,23.700000000000003,2
550964,177,194.1,2
550965,14,48.9,2
550967,36,47.4,2
550968,356,676.78,0
550971,116,184.64000000000001,2
550972,45,89.68,2
550973,73,310.20000000000005,2
550974,126,173.46,2
550978,210,226.38000000000002,2
550986,297,811.72,0
550987,317,706.64,0
550988,176,309.0,2
550989,157,251.79,2
550991,24,54.0,2
550992,47,81.47,2
550993,276,409.0,0
550994,284,401.55,0
550995,146,154.6,2
550996,128,216.88,2
550997,350,475.26,0
550998,64,142.8,2
550999,110,205.7,2
551000,66,159.2,2
551001,90,385.50000000000006,2
551002,358,413.46,0
551003,168,235.93,2
551004,98,380.59,2
551005,78,329.07,2
551006,79,311.57,2
551007,63,293.09,2
551008,68,300.75,2
551009,129,572.65,2
551010,68,285.43,2
551011,54,147.9,2
551012,314,1282.0,0
551013,30,127.70000000000002,2
551014,1607,1773.02,1
551016,250,736.0,0
551028,93,239.83,2
551033,145,341.51,2
551035,165,319.44,2
551054,192,339.48,2
551055,168,70.56,2
551056,226,247.42,2
551057,131,239.89,2
551058,42,64.22,2
551059,207,326.73,2
551060,1,2.1,2
551062,72,183.60000000000002,2
551085,246,321.42,2
551088,168,334.8,2
551124,130,291.90000000000003,2
551125,66,328.43,2
551133,20,75.0,2
551134,375,497.93,0
551135,5,7.25,2
551136,220,447.28000000000003,0
551137,61,149.4,2
551141,6,22.5,2
551142,215,355.75,2
551143,22,67.5,2
551145,18,107.1,2
551146,20,59.0,2
551147,98,285.56,2
551148,60,85.56,2
551149,34,65.35,2
551150,26,119.30000000000001,2
551151,24,134.4,2
551152,253,297.81,2
551158,132,318.58,2
551159,72,147.6,2
551160,665,885.07,0
551161,187,277.67,2
551162,36,47.64,2
551163,83,150.59,2
551164,7,20.4,2
551170,142,201.9,2
551171,152,237.15,2
551172,64,111.76,2
551173,166,443.21,2
551174,259,683.93,0
551176,4,8.1,2
551177,6,18.5,2
551181,66,198.9,2
551182,128,107.28,2
551183,78,124.5,2
551185,40,330.0,2
551187,12,35.400000000000006,2
551188,18,37.6,2
551192,366,388.62,0
551193,149,219.20000000000002,2
551194,76,106.34,2
551197,68,166.4,2
551198,8,2.32,2
551199,264,318.84,2
551200,6,13.500000000000002,2
551202,48,122.4,2
551211,16,39.4,2
551218,126,167.92,2
551247,87,175.05,2
551250,136,212.88,2
551258,396,675.4,0
551262,17,78.12,2
551268,105,141.25,2
551269,493,854.07,0
551270,328,402.27,0
551271,80,114.35,2
551272,12,29.880000000000003,2
551273,130,473.1,2
551274,240,336.24,2
551275,317,455.53000000000003,0
551276,85,200.81,2
551277,207,371.0,2
551278,108,283.0,2
551280,12,35.400000000000006,2
551281,91,126.74000000000001,2
551282,113,193.48,2
551283,393,490.91,0
551284,161,235.04000000000002,2
551286,46,162.90000000000003,2
551287,20,15.4,2
551288,4,31.8,2
551289,278,488.96,0
551291,418,530.5,0
551292,46,98.5,2
551293,252,199.68,2
551294,58,124.06,2
551299,4,15.0,2
551301,260,663.9200000000001,0
551305,242,277.12,2
551315,103,200.41000000000003,2
551317,3,23.85,2
551325,8,21.8,2
551332,127,290.97,2
551334,2,5.9,2
551337,86,120.96000000000001,2
551338,3,5.11,2
551339,165,414.06,2
551340,255,747.02,0
551341,27,93.45,2
551342,206,318.3,2
551343,42,149.20000000000002,2
551344,170,347.3,2
551345,34,38.8,2
551346,236,442.68,0
551347,98,91.6,2
551349,224,371.4,2
551350,84,318.6,2
551351,1796,2626.44,1
551352,86,180.9,2
551383,51,100.0,2
551384,78,245.70000000000002,2
551385,133,365.35,2
551387,77,208.95000000000002,2
551389,96,134.4,2
551390,148,239.55,2
551391,152,385.2,2
551392,61,139.05,2
551393,48,69.6,2
551395,86,92.42,2
551396,141,306.15,2
551397,121,209.95000000000002,2
551398,264,352.3,0
551399,83,301.45,2
551400,334,561.96,0
551401,4,6.0,2
551412,111,207.05,2
551413,90,314.22,2
551414,808,1371.3300000000002,0
551415,22,44.7,2
551416,4,23.8,2
551417,333,547.27,0
551418,97,66.31,2
551420,148,314.6,2
551421,19,72.55000000000001,2
551423,52,89.06,2
551425,12,6.6000000000000005,2
551426,375,396.8,0
551427,36,142.52,2
551428,142,285.66,2
551436,63,221.22,2
551437,76,152.8,2
551438,48,40.8,2
551439,37,132.15,2
551440,85,171.98,2
551445,21,61.95,2
551462,130,211.2,2
551467,84,268.88,2
551468,200,712.03,0
551469,5,6.32,2
551470,44,112.96000000000001,2
551471,164,239.52,2
551506,6,2.52,2
551507,228,322.0,2
551514,20,94.45,2
551515,104,320.88,2
551516,444,642.06,0
551517,136,204.24,2
551518,143,414.1,2
551519,138,367.5,2
551520,94,153.86,2
551523,18,53.1,2
551524,231,333.09000000000003,2
551525,161,242.55,2
551527,147,370.31,2
551528,41,56.39,2
551529,309,481.63,0
551530,1,2.1,2
551531,367,584.97,0
551532,124,270.66,2
551533,72,104.51,2
551534,172,254.56,2
551535,19,45.050000000000004,2
551536,2,4.2,2
551537,8,8.94,2
551538,1,0.85,2
551539,224,368.08000000000004,2
551542,152,269.6,2
551543,20,93.9,2
551544,278,438.84000000000003,0
551545,6,24.9,2
551546,87,263.85,2
551547,364,1513.95,0
551548,216,421.12,2
551549,151,248.25,2
551550,8,27.6,2
551555,29,39.75,2
551556,113,150.32,2
551558,143,280.06,2
551559,24,94.8,2
551560,66,130.01999999999998,2
551561,128,306.82,2
551563,38,87.66,2
551564,224,517.65,0
551566,10,19.5,2
551584,196,330.27,2
551599,83,267.09000000000003,2
551603,237,467.70000000000005,0
551616,86,137.1,2
551623,97,188.65,2
551647,36,62.279999999999994,2
551649,24,61.2,2
551650,606,1013.62,0
551651,10,8.5,2
551652,26,12.08,2
551653,78,293.70000000000005,2
551655,78,107.45,2
551656,261,533.2,0
551657,222,410.66,2
551658,307,481.64,0
551660,52,86.76,2
551661,9,46.910000000000004,2
551662,91,229.53,2
551665,228,342.1,2
551686,143,260.14,2
551687,142,139.95,2
551688,179,299.81,2
551693,253,283.71000000000004,2
551696,322,552.94,0
551698,32,94.0,2
551702,113,221.54999999999998,2
551713,193,250.43,2
551714,76,126.18,2
551715,197,286.38,2
551716,1,5.95,2
551717,127,235.16,2
551718,301,843.65,0
551719,233,714.87,0
551720,27,76.65,2
551721,95,288.75,2
551724,125,209.99,2
551725,10,67.5,2
551726,18,45.9,2
551727,340,636.5,0
551728,110,133.6,2
551729,10,20.8,2
551730,66,306.36,2
551731,311,424.42,0
551733,141,261.07,2
551734,360,442.12,0
551739,66,116.39,2
551747,168,416.4,2
551774,47,79.53,2
551775,322,636.88,0
551776,135,173.25,2
551791,71,214.04000000000002,2
551809,88,488.4,2
551810,123,231.27,2
551811,179,397.23,2
551812,179,292.79,2
551813,70,224.78000000000003,2
551814,32,75.9,2
551815,34,77.1,2
551816,113,231.03,2
551817,85,164.07,2
551818,94,148.02,2
551819,38,234.1,2
551820,238,393.6,2
551821,96,223.17000000000002,2
551822,52,118.4,2
551823,45,253.45,2
551824,248,387.8,0
551825,2,5.9,2
551826,20,8.4,2
551832,24,9.36,2
551833,252,410.09,0
551834,66,75.66,2
551835,123,359.99,2
551836,24,38.4,2
551839,16,45.02,2
551840,158,728.3,0
551842,114,192.98,2
551843,161,221.25,2
551844,38,87.14000000000001,2
551845,10,17.14,2
551846,166,325.5,2
551847,1,4.95,2
551848,2,5.1,2
551849,332,950.5600000000001,0
551850,105,216.22,2
551852,66,218.70000000000002,2
551853,1,2.1,2
551854,6,38.9,2
551855,424,569.61,0
551856,72,72.72,2
551857,133,294.25,2
551858,60,78.96,2
551859,105,115.35000000000001,2
551860,29,75.19,2
551862,7,13.45,2
551868,547,683.59,0
551869,248,314.67,2
551870,32,122.30000000000001,2
551872,120,166.8,2
551874,6,17.700000000000003,2
551876,134,293.5,2
551878,30,119.7,2
551880,54,286.82,2
551881,36,55.800000000000004,2
551882,36,96.2,2
551883,104,133.2,2
551884,168,147.12,2
551885,447,378.24,0
551886,48,111.18,2
551887,98,200.0,2
551889,88,87.6,2
551890,58,134.7,2
551891,206,151.14000000000001,2
551893,218,430.3,2
551894,39,64.95,2
551895,28,89.4,2
551896,122,170.96,2
551897,16,61.2,2
551902,24,20.4,2
551907,3,17.85,2
551944,48,72.13,2
551946,28,171.0,2
551950,178,286.32,2
551953,384,548.32,0
551954,83,275.57,2
551956,104,214.92000000000002,2
551957,64,53.540000000000006,2
551958,200,263.24,2
551959,53,95.63,2
551960,195,446.81,2
551961,90,242.5,2
551962,15,123.75,2
551963,162,193.57999999999998,2
551966,222,364.47,2
551967,68,161.56,2
551977,24,183.6,2
551978,40,108.96000000000001,2
551979,12,10.2,2
551980,4,31.8,2
551982,393,765.77,0
551983,329,499.89,0
551984,198,267.62,2
551985,70,122.22000000000001,2
551986,73,216.81,2
551987,150,231.57,2
551988,116,154.8,2
551989,24,20.4,2
551991,25,40.61,2
551992,69,257.91,2
551993,35,71.85,2
551994,274,412.02000000000004,0
551995,436,1103.57,0
551996,192,352.26,2
551997,430,1087.68,0
551998,175,235.20000000000002,2
552000,214,648.66,0
552004,82,107.9,2
552005,343,589.1700000000001,0
552006,2,4.16,2
552007,132,201.26,2
552009,8,20.299999999999997,2
552010,194,262.52,2
552011,27,93.45,2
552013,1003,1659.31,1
552017,11,26.42,2
552018,68,183.8,2
552023,304,322.15,0
552025,233,378.95,2
552028,37,64.06,2
552032,13,67.95,2
552033,92,92.16,2
552034,54,96.3,2
552035,1,0.55,2
552036,81,211.15,2
552037,156,240.6,2
552038,48,285.6,2
552039,2204,3043.92,1
552040,74,294.3,2
552041,55,105.9,2
552042,433,1016.47,0
552044,138,176.3,2
552045,237,318.43,2
552046,187,370.77,2
552051,348,402.27,0
552053,96,186.9,2
552054,228,332.90000000000003,2
552055,192,307.8,2
552057,134,196.97,2
552058,143,360.45,2
552059,150,89.1,2
552061,446,744.66,0
552062,122,95.56,2
552063,4,4.2,2
552064,35,108.35000000000001,2
552065,81,131.04,2
552078,160,300.4,2
552080,72,404.40000000000003,2
552108,150,267.12,2
552121,166,248.86,2
552127,41,59.9,2
552134,184,374.12,2
552135,24,19.92,2
552139,86,162.24,2
552149,386,488.1,0
552166,308,371.96,0
552167,16,30.0,2
552168,142,226.9,2
552169,55,115.15,2
552170,122,216.3,2
552174,24,15.6,2
552176,45,100.71000000000001,2
552179,44,116.49000000000001,2
552180,332,430.46000000000004,0
552181,24,102.0,2
552182,18,93.5,2
552183,79,162.68,2
552184,72,128.96,2
552185,290,444.11,0
552186,246,381.1,2
552188,178,331.18,2
552189,24,10.08,2
552191,18,39.0,2
552192,70,212.66,2
552193,240,243.51999999999998,2
552194,4,6.2,2
552195,20,51.0,2
552196,15,61.69,2
552197,96,136.8,2
552198,60,90.12,2
552202,41,125.85000000000001,2
552211,96,110.4,2
552217,79,143.41,2
552229,450,1194.22,0
552231,214,450.3,2
552232,635,1724.8799999999999,0
552233,19,61.05,2
552234,317,874.89,0
552235,147,269.08000000000004,2
552236,54,168.9,2
552238,21,139.95,2
552239,166,316.52,2
552240,38,150.10000000000002,2
552242,12,26.83,2
552243,15,42.22,2
552244,17,29.89,2
552245,12,48.97,2
552246,9,19.720000000000002,2
552247,14,21.39,2
552248,3,7.15,2
552249,18,35.97,2
552250,2,3.3,2
552251,13,19.19,2
552252,134,196.97,2
552253,42,133.9,2
552254,76,158.26,2
552255,238,161.66,2
552256,79,135.65,2
552257,132,296.72,2
552259,86,180.17000000000002,2
552260,96,212.8,2
552261,168,280.6,2
552262,407,719.15,0
552263,39,86.35,2
552264,172,189.64,2
552265,175,475.73,2
552266,111,231.85,2
552267,16,73.48,2
552268,242,412.92,0
552269,139,285.94,2
552270,47,80.05,2
552271,57,141.85,2
552272,8,31.6,2
552273,114,284.1,2
552274,100,236.10000000000002,2
552276,52,134.4,2
552277,144,233.98,2
552278,96,181.21,2
552279,70,120.4,2
552280,49,39.01,2
552281,395,825.25,0
552282,149,353.33,2
552283,35,92.85,2
552284,50,107.5,2
552285,198,306.63,2
552286,103,202.07,2
552287,63,90.0,2
552288,128,281.64,2
552289,5,5.55,2
552290,367,319.4,0
552291,183,406.1,2
552292,22,38.2,2
552293,110,173.12,2
552294,85,148.35,2
552295,79,197.45000000000002,2
552296,281,355.22,0
552297,16,96.4,2
552298,58,155.76,2
552299,14,71.4,2
552302,59,97.09,2
552303,150,247.77,2
552304,89,125.55,2
552305,65,119.75,2
552306,155,261.29,2
552307,18,80.55,2
552308,100,302.4,2
552309,157,328.45,2
552310,127,149.38,2
552311,131,236.56,2
552312,94,176.34,2
552313,150,575.22,2
552314,64,90.6,2
552315,738,915.38,0
552316,181,314.55,2
552318,155,334.26,2
552319,31,59.050000000000004,2
552320,122,215.9,2
552321,194,368.26,2
552322,106,272.0,2
552323,104,213.9,2
552324,156,325.8,2
552325,162,295.5,2
552326,101,227.59,2
552327,29,96.35000000000001,2
552328,160,325.4,2
552329,114,315.3,2
552330,120,357.3,2
552332,209,335.11,2
552333,216,489.6,0
552336,141,322.65000000000003,2
552337,377,613.11,0
552338,62,128.45,2
552353,307,335.39,0
552357,84,202.12,2
552358,457,702.23,0
552364,376,385.96,0
552365,111,235.56,2
552371,110,101.17999999999999,2
552372,257,225.55,2
552376,18,101.10000000000001,2
552404,134,166.78,2
552410,28,80.24,2
552418,214,325.82,2
552441,20,53.0,2
552442,96,300.48,2
552444,59,138.18,2
552445,125,181.31,2
552446,285,351.83,0
552447,5,37.5,2
552448,29,91.25,2
552449,80,219.0,2
552451,72,301.6,2
552452,71,111.93,2
552453,370,723.9,0
552456,262,335.64,2
552457,217,376.3,2
552460,316,719.8000000000001,0
552461,34,124.30000000000001,2
552463,77,109.13000000000001,2
552464,116,129.8,2
552465,78,173.04,2
552466,305,329.3,0
552467,230,436.26,0
552468,347,360.18,0
552469,546,410.45,0
552472,104,204.4,2
552479,68,75.72,2
552491,66,300.29999999999995,2
552492,24,81.36,2
552493,261,721.51,0
552508,325,787.05,0
552514,287,928.15,0
552520,339,970.59,0
552521,48,71.82000000000001,2
552522,5,18.450000000000003,2
552524,4,7.8,2
552526,89,147.15,2
552528,107,130.3,2
552529,26,38.3,2
552530,248,305.06,2
552531,41,165.39000000000001,2
552532,269,436.49,0
552533,131,305.81,2
552534,3,4.949999999999999,2
552536,120,216.0,2
552537,14,32.55,2
552539,185,334.45,2
552540,100,206.84,2
552541,12,15.0,2
552542,232,319.12,2
552543,156,266.1,2
552544,320,319.81,0
552545,106,188.8,2
552547,448,822.78,0
552548,19,102.05000000000001,2
552550,68,279.0,2
552551,118,160.66,2
552554,149,292.56,2
552555,118,314.26,2
552557,90,404.7,2
552558,203,357.15000000000003,2
552559,131,171.58,2
552560,351,494.33000000000004,0
552561,9,44.55,2
552562,158,323.7,2
552563,561,1110.24,0
552567,24,43.2,2
552571,197,323.05,2
552572,158,503.7,2
552573,22,37.8,2
552574,91,277.57,2
552575,136,146.72,2
552576,20,41.6,2
552577,30,62.400000000000006,2
552614,381,486.04,0
552624,214,523.16,0
